url,count,tokenshttps://www.businessinsider.com/guides/streaming/best-christmas-movies-to-stream,6,head;home;hotels;devices;audio;symptoms
https://www.businessinsider.com/guides/tech/call-failed-iphone,7,head;home;hotels;devices;signal;audio;symptoms
https://www.businessinsider.com/guides/tech/how-to-make-facebook-private,7,head;home;hotels;device;devices;audio;symptoms
https://www.businessinsider.com/guides/tech/how-to-speed-up-windows-10,8,head;home;hotels;device;devices;audio;symptoms;memory
https://www.businessinsider.com/guides/tech/iphone-alarm-not-going-off,7,head;home;hotels;device;devices;audio;symptoms
https://www.cnn.com/2022/12/15/health/room-spray-kills-pet-raccoon/index.html,5,mysterious;strange;acute;audio;symptoms
https://www.cnn.com/2022/12/15/politics/moderate-republicans-kevin-mccarthy-speaker/index.html,5,head;ambassador;attack;diplomat;audio
https://www.cnn.com/2022/12/15/us/uva-shooting-victim-perry-parents/index.html,5,ringing;attack;pulse;audio;energy
https://www.dailymail.co.uk/debate/article-11543821/JAN-MOIR-lucky-Harry-Meghan-cameras-capture-text-Beyonce.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,7,illness;pressure;head;attack;energy;fbi;syndrome
https://www.dailymail.co.uk/debate/article-11544045/TOM-UTLEY-teenagers-vote-Scottish-Parliament-ban-lessons-lunchtime.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,8,illness;pressure;head;attack;hotels;energy;fbi;syndrome
https://www.dailymail.co.uk/femail/article-11541915/Harry-Meghan-Oprah-stunned-small-size-Nottingham-Cottage-went-tea.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/health/article-11543929/LOSING-weight-middle-age-RAISE-Alzheimers-risk-study-suggests.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,14,ring;illness;pressure;head;cognitive;ambassador;attack;signal;energy;assassination;fbi;syndrome;brain;memory
https://www.dailymail.co.uk/home/books/article-11543283/Our-critics-select-best-years-novels-slip-tree.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,9,illness;mysterious;pressure;head;ambassador;attack;energy;fbi;syndrome
https://www.dailymail.co.uk/home/books/article-11543467/CHRISTMAS-BOOKS-Festive-gifts-comfort-joy.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,9,illness;pressure;head;attack;strange;pain;energy;fbi;syndrome
https://www.dailymail.co.uk/home/books/article-11543587/Traitorous-royals-Terrible-tyrants-Yes-history-really-does-repeat-itself.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,cuba;illness;pressure;head;agent;attack;home;energy;fbi;syndrome
https://www.dailymail.co.uk/news/article-11541117/Story-toddler-identifies-girl-features-Stonewalls-LGBTQ-reading-list.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11541621/American-media-turns-Harry-Meghan-second-volume-Netflix-series.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11542099/Parents-call-Class-drugs-legalised-make-safer-sons-tragic-death.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11543985/Dramatic-moment-pilot-ejects-100M-F-35B-jet-crashes-nose-tarmac.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,12,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome;sudden;memory
https://www.dailymail.co.uk/news/article-11544025/Libya-involved-extradition-suspected-Lockerbie-bombmaker-PM-claims.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544049/Sussexes-former-PR-chief-rejects-claims-gave-evidence-against-Meghan-behest-Prince-William.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,11,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome;memory
https://www.dailymail.co.uk/news/article-11544067/Multiple-stations-Madrid-forced-close-FLASH-FLOODING-Storm-Efra-n-batters-Spain.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,11,ring;illness;pressure;head;ambassador;attack;signal;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544133/Nearly-seven-ten-men-overweight-obese-58-cent-1993-survey-reveals.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544141/North-Koreas-Kim-Jong-plays-latest-toy-high-thrust-motor.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,11,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome;weapon
https://www.dailymail.co.uk/news/article-11544153/Blizzards-batter-Britain-WEEK-Met-Office-warns-4in-snow-set-fall-today.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544203/EPHRAIM-HARDCASTLE-Charless-fondness-Beatrice-led-amend-Counsellors-State-Act.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544229/Bravery-Mikhail-10-beat-cancer-twice-needs-round-clock-care.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544243/Duke-Sussex-believes-stress-Mail-Sunday-court-case-caused-Meghan-miscarriage.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544295/Claims-Meghan-bullied-staff-dismissed-Netflix-documentary-panic-response.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
https://www.dailymail.co.uk/news/article-11544327/After-Duke-filmed-grimacing-DID-William-text-Harry-bombshell-Oprah-interview.html%3Fns_mchannel%3Drss%26amp%3Bns_campaign%3D1490%26amp%3Bito%3D1490,10,ring;illness;pressure;head;ambassador;attack;energy;assassination;fbi;syndrome
